Match ID,Competition Name,Match Date,Home Team,Score Home,Score Away,Away Team
300334891,FIFA Confederations Cup Russia 2017,2017-06-29T18:00:00Z,Germany,4,1,Mexico
300334881,FIFA Confederations Cup Russia 2017,2017-07-02T18:00:00Z,Chile,0,1,Germany
300331950,FIFA World Cup 2018 Qualifiers - Europe,2017-03-26T16:00:00Z,Azerbaijan,1,4,Germany
300331958,FIFA World Cup 2018 Qualifiers - Europe,2017-06-10T18:45:00Z,Germany,7,0,San Marino
300331993,FIFA World Cup 2018 Qualifiers - Europe,2017-09-01T18:45:00Z,Czech Republic,1,2,Germany
300331953,FIFA World Cup 2018 Qualifiers - Europe,2017-09-04T18:45:00Z,Germany,6,0,Norway
300331984,FIFA World Cup 2018 Qualifiers - Europe,2017-10-05T19:45:00Z,Northern Ireland,1,3,Germany
300332007,FIFA World Cup 2018 Qualifiers - Europe,2017-10-08T18:45:00Z,Germany,5,1,Azerbaijan
300433369,Friendlies,2018-03-23T19:45:00Z,Germany,1,1,Spain
300361572,FIFA World Cup 2018 Qualifiers - Europe,2017-03-24T19:45:00Z,Kosovo,1,2,Iceland
300332108,FIFA World Cup 2018 Qualifiers - Europe,2017-09-02T16:00:00Z,Finland,1,0,Iceland
300332122,FIFA World Cup 2018 Qualifiers - Europe,2017-09-05T18:45:00Z,Iceland,2,0,Ukraine
300332109,FIFA World Cup 2018 Qualifiers - Europe,2017-10-06T18:45:00Z,Turkey,0,3,Iceland
300361573,FIFA World Cup 2018 Qualifiers - Europe,2017-10-09T18:45:00Z,Iceland,2,0,Kosovo
300380838,Friendlies,2017-01-10T20:00:00Z,China PR,0,2,Iceland
300384362,Friendlies,2017-01-15T07:35:00Z,Iceland,0,1,Chile
300378584,Friendlies,2017-02-08T21:06:00Z,Mexico,1,0,Iceland
300377424,Friendlies,2017-03-28T19:45:00Z,Republic of Ireland,0,1,Iceland
300418478,Friendlies,2017-11-08T14:45:00Z,Iceland,1,2,Czech Republic
300418474,Friendlies,2017-11-14T16:30:00Z,Qatar,1,1,Iceland
300431736,Friendlies,2018-03-24T02:00:00Z,Iceland,0,3,Mexico
300434094,Friendlies,2018-03-28T00:00:00Z,Peru,3,1,Iceland
300392250,Friendlies,2017-03-18T06:30:00Z,Iran,0,1,Iraq
300398122,Friendlies,2017-06-04T18:30:00Z,Montenegro,1,2,Iran
300416927,Friendlies,2017-10-05T13:45:00Z,Iran,2,0,Togo
300416919,Friendlies,2017-10-10T19:00:00Z,Russia,1,1,Iran
300418479,Friendlies,2017-11-09T19:30:00Z,Iran,2,1,Panama
300418919,Friendlies,2017-11-13T14:00:00Z,Venezuela,0,1,Iran
300356012,FIFA World Cup 2018 Qualifiers - Asia,2017-03-23T16:00:00Z,Qatar,0,1,Iran
300356011,FIFA World Cup 2018 Qualifiers - Asia,2017-03-28T12:00:00Z,Iran,1,0,China PR
300356008,FIFA World Cup 2018 Qualifiers - Asia,2017-06-12T16:45:00Z,Iran,2,0,Uzbekistan
300356016,FIFA World Cup 2018 Qualifiers - Asia,2017-08-31T12:00:00Z,Korea Republic,0,0,Iran
300356025,FIFA World Cup 2018 Qualifiers - Asia,2017-09-05T15:00:00Z,Iran,2,2,Syria
300434203,Friendlies,2018-03-17T11:00:00Z,Iran,4,0,Sierra Leone
300434080,Friendlies,2018-03-23T18:15:00Z,Tunisia,1,0,Iran
300431739,Friendlies,2018-03-27T18:00:00Z,Algeria,1,2,Iran
300439239,Friendlies,2018-05-19T16:15:00Z,Iran,1,0,Uzbekistan
300439719,Friendlies,2018-05-28T21:15:00Z,Turkey,2,1,Iran
300394032,Friendlies,2017-06-07T10:25:00Z,Japan,1,1,Syria
300416316,Friendlies,2017-10-06T10:20:00Z,Japan,2,1,New Zealand
300416315,Friendlies,2017-10-10T10:30:00Z,Japan,3,3,Haiti
300415202,Friendlies,2017-12-09T10:15:00Z,Japan,1,0,Korea DPR
300415205,Friendlies,2017-12-12T10:15:00Z,Japan,2,1,China PR
300415203,Friendlies,2017-12-16T10:15:00Z,Japan,1,4,Korea Republic
300356035,FIFA World Cup 2018 Qualifiers - Asia,2017-03-23T15:30:00Z,United Arab Emirates,0,2,Japan
300356034,FIFA World Cup 2018 Qualifiers - Asia,2017-03-28T10:35:00Z,Japan,4,0,Thailand
300356030,FIFA World Cup 2018 Qualifiers - Asia,2017-06-13T12:25:00Z,Iraq,1,1,Japan
300356049,FIFA World Cup 2018 Qualifiers - Asia,2017-09-05T17:30:00Z,Saudi Arabia,1,0,Japan
300433377,Friendlies,2018-03-23T11:20:00Z,Japan,1,1,Mali
300433389,Friendlies,2018-03-27T12:20:00Z,Japan,1,2,Ukraine
300439241,Friendlies,2018-05-30T10:25:00Z,Japan,0,2,Ghana
300356002,FIFA World Cup 2018 Qualifiers - Asia,2017-03-23T11:35:00Z,China PR,1,0,Korea Republic
300356003,FIFA World Cup 2018 Qualifiers - Asia,2017-03-28T11:00:00Z,Korea Republic,1,0,Syria
300355998,FIFA World Cup 2018 Qualifiers - Asia,2017-06-13T19:00:00Z,Qatar,3,2,Korea Republic
300355997,FIFA World Cup 2018 Qualifiers - Asia,2017-09-05T15:00:00Z,Uzbekistan,0,0,Korea Republic
300395234,Friendlies,2017-06-07T17:00:00Z,Iraq,0,0,Korea Republic
300416920,Friendlies,2017-10-07T14:00:00Z,Russia,4,2,Korea Republic
300416926,Friendlies,2017-10-10T13:30:00Z,Korea Republic,1,3,Morocco
300418475,Friendlies,2017-11-14T11:00:00Z,Korea Republic,1,1,Serbia
300415207,Friendlies,2017-12-09T07:30:00Z,Korea Republic,2,2,China PR
300415201,Friendlies,2017-12-12T07:30:00Z,Korea DPR,0,1,Korea Republic
300425323,Friendlies,2018-01-27T15:00:00Z,Moldova,0,1,Korea Republic
300425324,Friendlies,2018-01-30T11:00:00Z,Jamaica,2,2,Korea Republic
300425320,Friendlies,2018-02-03T14:30:00Z,Latvia,0,1,Korea Republic
300430488,Friendlies,2018-03-24T14:00:00Z,Northern Ireland,2,1,Korea Republic
300426624,Friendlies,2018-03-27T20:45:00Z,Poland,3,2,Korea Republic
300439720,Friendlies,2018-05-28T11:00:00Z,Korea Republic,2,0,Honduras
300392001,Friendlies,2017-06-01T20:00:00Z,Mexico,3,1,Republic of Ireland
300394516,Friendlies,2017-06-28T19:30:00Z,Mexico,1,0,Ghana
300403044,Friendlies,2017-07-01T17:00:00Z,Mexico,2,1,Paraguay
300418481,Friendlies,2017-11-13T19:45:00Z,Poland,0,1,Mexico
300334878,FIFA Confederations Cup Russia 2017,2017-06-18T15:00:00Z,Portugal,2,2,Mexico
300334876,FIFA Confederations Cup Russia 2017,2017-06-21T18:00:00Z,Mexico,2,1,New Zealand
300334888,FIFA Confederations Cup Russia 2017,2017-06-24T14:00:00Z,Mexico,2,1,Russia
300334886,FIFA Confederations Cup Russia 2017,2017-07-02T15:00:00Z,Portugal,2,1,Mexico
300392896,CONCACAF Gold Cup 2017,2017-07-10T01:00:00Z,Mexico,3,1,El Salvador
300392890,CONCACAF Gold Cup 2017,2017-07-14T02:00:00Z,Mexico,0,0,Jamaica
300392889,CONCACAF Gold Cup 2017,2017-07-17T00:00:00Z,Curacao,0,2,Mexico
300408681,CONCACAF Gold Cup 2017,2017-07-20T23:30:00Z,Mexico,1,0,Honduras
300409316,CONCACAF Gold Cup 2017,2017-07-24T01:00:00Z,Mexico,0,1,Jamaica
300364748,"FIFA World Cup 2018 Qualifiers - North, Central America and the Caribbean",2017-03-28T23:00:00Z,Trinidad and Tobago,0,1,Mexico
300364754,"FIFA World Cup 2018 Qualifiers - North, Central America and the Caribbean",2017-06-09T03:00:00Z,Mexico,3,0,Honduras
300364766,"FIFA World Cup 2018 Qualifiers - North, Central America and the Caribbean",2017-06-12T01:30:00Z,Mexico,1,1,USA
300364760,"FIFA World Cup 2018 Qualifiers - North, Central America and the Caribbean",2017-09-02T02:30:00Z,Mexico,1,0,Panama
300364770,"FIFA World Cup 2018 Qualifiers - North, Central America and the Caribbean",2017-10-07T01:40:00Z,Mexico,3,1,Trinidad and Tobago
300364764,"FIFA World Cup 2018 Qualifiers - North, Central America and the Caribbean",2017-10-11T00:00:00Z,Honduras,3,2,Mexico
300424745,Friendlies,2018-02-01T01:00:00Z,Mexico,1,0,Bosnia and Herzegovina
300439790,Friendlies,2018-05-28T17:30:00Z,Mexico,0,0,Wales
300389060,Friendlies,2017-03-24T19:00:00Z,Morocco,2,0,Burkina Faso
300389058,Friendlies,2017-03-28T19:00:00Z,Morocco,1,0,Tunisia
300392090,Friendlies,2017-05-31T17:30:00Z,Morocco,1,2,Netherlands
300367125,FIFA World Cup 2018 Qualifiers - Africa,2017-09-01T20:00:00Z,Morocco,6,0,Mali
300367121,FIFA World Cup 2018 Qualifiers - Africa,2017-09-05T19:00:00Z,Mali,0,0,Morocco
300367119,FIFA World Cup 2018 Qualifiers - Africa,2017-10-07T19:00:00Z,Morocco,3,0,Gabon
300367120,FIFA World Cup 2018 Qualifiers - Africa,2017-11-11T17:30:00Z,Côte d'Ivoire,0,2,Morocco
300377375,Africa Cup of Nations 2017,2017-01-16T19:00:00Z,Congo DR,1,0,Morocco
300377368,Africa Cup of Nations 2017,2017-01-20T19:00:00Z,Morocco,3,1,Togo
300377372,Africa Cup of Nations 2017,2017-01-24T19:00:00Z,Morocco,1,0,Côte d'Ivoire
300419773,Friendlies,2018-01-13T18:30:00Z,Morocco,4,0,Mauritania
300419778,Friendlies,2018-01-17T15:30:00Z,Morocco,3,1,Guinea
300419777,Friendlies,2018-01-21T18:00:00Z,Morocco,0,0,Sudan
300425137,Friendlies,2018-01-27T15:30:00Z,Morocco,2,0,Namibia
300426497,Friendlies,2018-01-31T15:30:00Z,Morocco,3,1,Libya
300427736,Friendlies,2018-02-04T18:00:00Z,Morocco,4,0,Nigeria
300430498,Friendlies,2018-03-23T18:30:00Z,Serbia,1,2,Morocco
300423250,Friendlies,2018-03-27T19:00:00Z,Morocco,2,0,Uzbekistan
300391955,Friendlies,2017-03-23T19:00:00Z,Nigeria,1,1,Senegal
300409525,Friendlies,2017-08-13T15:00:00Z,Benin,1,0,Nigeria
300389380,Friendlies,2017-08-19T15:00:00Z,Nigeria,2,0,Benin
300367104,FIFA World Cup 2018 Qualifiers - Africa,2017-09-01T16:00:00Z,Nigeria,4,0,Cameroon
300367098,FIFA World Cup 2018 Qualifiers - Africa,2017-09-04T17:00:00Z,Cameroon,1,1,Nigeria
300367094,FIFA World Cup 2018 Qualifiers - Africa,2017-10-07T16:00:00Z,Nigeria,1,0,Zambia
300419791,Friendlies,2018-01-15T19:30:00Z,Nigeria,0,0,Rwanda
300419792,Friendlies,2018-01-19T16:30:00Z,Libya,0,1,Nigeria
300419794,Friendlies,2018-01-23T19:00:00Z,Equatorial Guinea,1,3,Nigeria
300425791,Friendlies,2018-01-28T16:30:00Z,Nigeria,2,1,Angola
300426496,Friendlies,2018-01-31T19:30:00Z,Sudan,0,1,Nigeria
300424748,Friendlies,2018-03-23T19:45:00Z,Poland,0,1,Nigeria
300430493,Friendlies,2018-03-27T20:00:00Z,Nigeria,0,2,Serbia
300439789,Friendlies,2018-05-28T20:00:00Z,Nigeria,1,1,Congo DR
300416924,Friendlies,2017-10-24T19:00:00Z,Grenada,0,5,Panama
300418931,Friendlies,2017-11-14T18:45:00Z,Wales,1,1,Panama
300392894,CONCACAF Gold Cup 2017,2017-07-08T20:30:00Z,USA,1,1,Panama
